"Código","Clave","Descripción","DUN-14 Inner","DUN-14 Master"
"40197","ERA-10X16","Extensión de uso rudo aterrizada 10 m calibre 16, Volteck",17506240699627,27506240699624
"46555","ERA-15X12","Extensión reforzada aterrizada 15 m 3x12 AWG, Volteck",17502309734223,27502309734220
"48068","ERA-15X14","Extensión reforzada aterrizada 15 m 3x14 AWG, Volteck",17501206663865,27501206663862
"48059","ERA-15X16","Extensión de uso rudo aterrizada 15 m 3x16 AWG, Volteck",17501206663827,27501206663824
"46556","ERA-20X12","Extensión reforzada aterrizada 20 m 3x12 AWG, Volteck",17502309734230,27502309734237
"40195","ERA-20X14","Extensión reforzada aterrizada 20 m calibre 14, Volteck",17506240699603,27506240699600
"40198","ERA-20X16","Extensión de uso rudo aterrizada 20 m calibre 16, Volteck",17506240699634,27506240699631
"40203","ERA-2X16","Extensión de uso rudo aterrizada 2 m calibre 16, Volteck",17502309730461,27502309730468
"46557","ERA-30X12","Extensión reforzada aterrizada 30 m 3x12 AWG, Volteck",17502309734247,27502309734244
"48069","ERA-30X14","Extensión reforzada aterrizada 30 m 3x14 AWG, Volteck",17501206663872,27501206663879
"40199","ERA-30X16","Extensión de uso rudo aterrizada 30 m calibre 16, Volteck",17506240699641,27506240699648
"46558","ERA-4X12","Extensión reforzada aterrizada 4 m calibre 12, Volteck",17502309734254,27502309734251
"48066","ERA-4X14","Extensión reforzada aterrizada 4 m 3x14 AWG, Volteck",17501206663841,27501206663848
"48057","ERA-4X16","Extensión de uso rudo aterrizada 4 m 3x16 AWG, Volteck",17501206663803,27501206663800
"46553","ERA-6X12","Extensión reforzada aterrizada 6 m 3x12 AWG, Volteck",17502309734209,27502309734206
"40193","ERA-6X14","Extensión reforzada aterrizada 6 m calibre 14, Volteck",17506240699580,27506240699587
"40196","ERA-6X16","Extensión de uso rudo aterrizada 6 m calibre 16, Volteck",17506240699610,27506240699617
"48067","ERA-8X14","Extensión reforzada aterrizada 8 m 3x14 AWG, Volteck",17501206663858,27501206663855
"48058","ERA-8X16","Extensión de uso rudo aterrizada 8 m 3x16 AWG, Volteck",17501206663810,27501206663817
"48063","ERA3-8X16","Extensión triple uso rudo 8 m tipo abanico 3x16 AWG, Volteck",17501206663834,27501206663831
"100901","ERGO-45110","Esmeriladora angular 4-1/2' 1100 W, ERGO PRO, Truper",17506240682872,27506240682879
"13931","ERGO-4570","Esmeriladora angular 4-1/2' 750 W, ERGO-PRO, Truper",17506240670404,27506240670401
"18156","ERGO-4580","Esmeriladora angular 4-1/2' 850 W, ERGO-PRO, Truper",17506240666537,27506240666534
"13935","ERGO-4590","Esmeriladora angular 4-1/2' 950 W, ERGO-PRO, Truper",17506240670411,27506240670418
"57053","ES-140C","Escoba chica cerdas de PVC, tipo cepillo, bastón de madera",17506240636943,27506240636940
"58172","ES-140CC","Escoba de vinilo, tipo cepillo sin bastón, chica",17502309736067,27502309736064
"57051","ES-160A","Escoba chica cerdas de PVC, tipo abanico, bastón de madera",17506240636929,27506240636926
"58170","ES-160AC","Escoba de vinilo, tipo abanico sin bastón, chica",17502309736043,27502309736040
"57054","ES-200C","Escoba mediana cerdas de PVC, tipo cepillo, bastón de madera",17506240636950,27506240636957
"58173","ES-200CC","Escoba de vinilo, tipo cepillo, sin bastón, mediana",17502309736074,27502309736071
"57055","ES-220C","Escoba grande cerdas de PVC, tipo cepillo, bastón de madera",17506240636967,27506240636964
"58174","ES-220CC","Escoba vinilo, tipo cepillo sin bastón, grande",17502309736081,27502309736088
"57052","ES-250A","Escoba grande cerdas de PVC, tipo abanico, bastón de madera",17506240636936,27506240636933
"58171","ES-250AC","Escoba de vinilo, tipo abanico sin bastón, grande",17502309736050,27502309736057
"57030","ES-350S","Escoba cerdas de PVC extra suaves, bastón de madera, Klintek",17506240683503,27506240683500
"58175","ES-350SC","Escoba extra suave sin bastón",17502309736098,27502309736095
"102740","ES-PULA-6A","Juego de esponjas para pulidora PULA-6A, Truper",17502309737125,27502309737122
"16746","ESC-213","Escalera de combinación, tipo ll, 13 escalones, Truper",17506240618734,27506240618731
"16747","ESC-215","Escalera de combinación, tipo ll, 15 escalones, Truper",17506240618741,27506240618748
"101681","ESCO-100","Espejo convexo de 100 cm, Truper",17506240689680,27506240689687
"101608","ESCO-45","Espejo convexo de 45 cm, Truper",17506240689321,27506240689328
"101609","ESCO-60","Espejo convexo de 60 cm, Truper",17506240689666,27506240689663
"101680","ESCO-80","Espejo convexo de 80 cm, Truper",17506240689673,27506240689670
"16026","ESE-16","Escalera de extensión, tipo III, 16 peldaños, Truper",17506240609053,27506240609050
"16027","ESE-20","Escalera de extensión, tipo III, 20 peldaños, Truper",17506240609060,27506240609067
"16758","ESE-220","Escalera de extensión, tipo II, 20 peldaños, Truper",17506240635908,27506240635905
"100228","ESE-220FV","Escalera de extensión, tipo II, 20 peldaños, fibra de vidrio",17506240675812,27506240675819
"16759","ESE-224","Escalera de extensión, tipo II, 24 peldaños, Truper",17506240635915,27506240635912
"16757","ESE-224FV","Escalera de extensión, tipo II, 24 peldaños, fibra de vidrio",17506240635892,27506240635899
"100229","ESE-228FV","Escalera de extensión, tipo II, 28 peldaños, fibra de vidrio",17506240675829,27506240675826
"16028","ESE-24","Escalera de extensión, tipo III, 24 peldaños, Truper",17506240609077,27506240609074
"16748","ESE-28","Escalera de extensión, tipo III, 28 escalones, Truper",17506240618758,27506240618755
"10919","ESEX-300","Espuma expansiva de 300 ml, Truper",17506240620270,27506240620277
"27007","ESEX-300P","Espuma expansiva, 300 ml, Pretul",17506240668708,27506240668705
"10920","ESEX-500","Espuma expansiva de 500 ml, Truper",17506240620287,27506240620284
"27008","ESEX-500P","Espuma expansiva, 500 ml, Pretul",17506240668715,27506240668712
"15305","ESEX-750","Espuma expansiva de 750 ml, Truper",17506240667107,27506240667104
"27009","ESEX-750P","Espuma expansiva, 750 ml, Pretul",17506240668722,27506240668729
"101620","ESLI-101R","Eslinga redonda sin fin 1 ton x 1 m, Truper",17506240687143,27506240687140
"101630","ESLI-102R","Eslinga redonda sin fin 1 ton x 2 m, Truper",17506240687150,27506240687157
"101631","ESLI-201R","Eslinga redonda sin fin 2 ton x 1 m, Truper",17506240687167,27506240687164
"101632","ESLI-202R","Eslinga redonda sin fin 2 ton x 2 m, Truper",17506240687174,27506240687171
"101633","ESLI-203R","Eslinga redonda sin fin 2 ton x 3 m, Truper",17506240687181,27506240687188
"17868","ESLI-204","Eslinga ojo a ojo de 2'x 4 m, Truper",17506240626128,27506240626125
"17869","ESLI-206","Eslinga ojo a ojo de 2' x 6 m, Truper",17506240626135,27506240626132
"17870","ESLI-208","Eslinga ojo a ojo de 2' x 8 m, Truper",17506240626142,27506240626149
"17871","ESLI-210","Eslinga ojo a ojo de 2' x 10 m, Truper",17506240626159,27506240626156
"101634","ESLI-303R","Eslinga redonda sin fin 3 ton x 3 m, Truper",17506240687198,27506240687195
"17872","ESLI-304","Eslinga ojo a ojo de 3' x 4 m, Truper",17506240626166,27506240626163
"101635","ESLI-304R","Eslinga redonda sin fin 3 ton x 4 m, Truper",17506240687204,27506240687201
"17873","ESLI-306","Eslinga ojo a ojo de 3' x 6 m, Truper",17506240626173,27506240626170
"17874","ESLI-308","Eslinga ojo a ojo de 3' x 8 m, Truper",17506240626180,27506240626187
"17875","ESLI-310","Eslinga ojo a ojo de 3' x 10 m, Truper",17506240626197,27506240626194
"17876","ESLI-404","Eslinga ojo a ojo de 4' x 4 m, Truper",17506240626203,27506240626200
"17877","ESLI-406","Eslinga ojo a ojo de 4' x 6 m, Truper",17506240626210,27506240626217
"17878","ESLI-408","Eslinga ojo a ojo de 4' x 8 m, Truper",17506240626227,27506240626224
"17879","ESLI-410","Eslinga ojo a ojo de 4' x 10 m, Truper",17506240626234,27506240626231
"101636","ESLI-604R","Eslinga redonda sin fin 6 ton x 4 m, Truper",17506240687211,27506240687218
"12119","ESM-3","Escuadra magnética 3' para soldar, capacidad 11 kg, Truper",17506240668128,27506240668125
"15407","ESM-4","Escuadra magnética 4' para soldar, capacidad 23 kg, Truper",17506240667725,27506240667722
"15408","ESM-5","Escuadra magnética 5' para soldar, capacidad 34 kg, Truper",17506240667732,27506240667739
"16684","ESMA-4-1/2A10","Esmeriladora angular 4-1/2' 1300 W, profesional, Truper",17506240649851,27506240649858
"14013","ESMA-4-1/2A12","Esmeriladora angular 4-1/2' 700 W, profesional, Truper",17506240654428,27506240654425
"16683","ESMA-4-1/2A9","Esmeriladora angular 4-1/2' 800 W, profesional, Truper",17506240649844,27506240649841
"101544","ESMA-4-1/2A9D","Esmeriladora 4-1/2' 800 W, 5 discos de corte y 6 desbaste",17506240685101,27506240685108
"24035","ESMA-4-1/2P2","Esmeriladora angular 4-1/2' 700 W, Pretul",17501206646639,27501206646636
"28236","ESMA-4-1/2P5","Esmeriladora angular 4-1/2' 550 W, Pretul",17506240639784,27506240639781
"100902","ESMA-45110","Esmeriladora angular 4-1/2' 1100 W, profesional, Truper",17506240682889,27506240682886
"12873","ESMA-4512N","Esmeriladora angular 4-1/2' 1250 W, industrial, Truper",17506240673283,27506240673280
"13870","ESMA-4580N","Esmeriladora angular 4-1/2' 850 W, industrial, Truper",17506240673269,27506240673266
"102496","ESMA-4580PN","Esmeriladora interruptor de paleta 4-1/2', industrial, 850 W",17502309733691,27502309733698
"12872","ESMA-4590N","Esmeriladora angular 4-1/2' 950 W, industrial, Truper",17506240673276,27506240673273
"14012","ESMA-7A3","Esmeriladora angular 7' 2200 W, profesional, Truper",17506240654039,27506240654036
"16590","ESMA-9N2","Esmeriladora angular 9' 2350 W, industrial, Truper",17501206656645,27501206656642
"12482","ESMA-9N3","Esmeriladora angular 9' 2100 W, industrial, Truper",17506240629587,27506240629584
"12483","ESMA-9N4","Esmeriladora angular 9' 2450 W, Truper Expert",17506240632327,27506240632324
"101905","ESMU-108","Escalera multiposición 8 peldaños, Tipo I, Truper",17506240693977,27506240693974
"100495","ESMU-112","Escalera multiposición 12 peldaños, Tipo I, Truper",17506240677779,27506240677776
"101906","ESMU-116","Escalera multiposición 16 peldaños, Tipo I, Truper",17506240693984,27506240693981
"14544","ESP-TEL","Espejo circular telescópico de inspección, 5 cm, Truper",17501206627164,27501206627161
"101962","ESP-TELR","Espejo telescópico con luz LED, 5 x 8 cm, Truper",17506240693366,27506240693363
"15005","ESPO-1","Estufilla portátil, encendido electrónico p/lata 1/4 vuelta",17506240629235,27506240629232
"18530","ESPO-1X","Estufilla portátil, encendido electrónico, lata 1/4, Expert",17506240674808,27506240674805
"16871","ESRE-1/4N","Esmeril recto (rectificador) 1/4' 600 W, industrial, Truper",17506240636486,27506240636483
"49002","ESRO-1","Válvula de esfera de latón, roscable 1', Foset",17501206692483,27501206692480
"49004","ESRO-1-1/2","Válvula de esfera de latón, roscable 1-1/2', Foset",17501206692506,27501206692503
"49479","ESRO-1-1/2X","Válvula de esfera, de latón, roscable, 1-1/2', alta presión",17506240608506,27506240608503
"49003","ESRO-1-1/4","Válvula de esfera de latón, roscable 1-1/4', Foset",17501206692490,27501206692497
"49478","ESRO-1-1/4X","Válvula de esfera, de latón, roscable, 1-1/4', alta presión",17506240608490,27506240608497
"49000","ESRO-1/2","Válvula de esfera de latón, roscable 1/2', Foset",17501206692469,27501206692466
"49475","ESRO-1/2X","Válvula de esfera, de latón, roscable, 1/2', alta presión",17506240608469,27506240608466
"49012","ESRO-1/4","Válvula de esfera de latón, roscable 1/4', Foset",17506240608575,27506240608572
"49477","ESRO-1X","Válvula de esfera, de latón, roscable, 1', alta presión",17506240608483,27506240608480
"49005","ESRO-2","Válvula de esfera de latón, roscable 2', Foset",17501206692513,27501206692510
"49014","ESRO-2-1/2","Válvula de esfera de latón, roscable 2-1/2', Foset",17506240608599,27506240608596
"49480","ESRO-2X","Válvula de esfera, de latón, roscable, 2', alta presión",17506240608513,27506240608510
"49015","ESRO-3","Válvula de esfera de latón, roscable 3', Foset",17506240608605,27506240608602
"49001","ESRO-3/4","Válvula de esfera de latón, roscable 3/4', Foset",17501206692476,27501206692473
"49476","ESRO-3/4X","Válvula de esfera, de latón, roscable, 3/4', alta presión",17506240608476,27506240608473
"49013","ESRO-3/8","Válvula de esfera de latón, roscable 3/8', Foset",17506240608582,27506240608589
"49008","ESSO-1","Válvula de esfera de latón, soldable 1', Foset",17501206692919,27501206692916
"49010","ESSO-1-1/2","Válvula de esfera de latón, soldable 1-1/2', Foset",17501206692933,27501206692930
"49009","ESSO-1-1/4","Válvula de esfera de latón, soldable 1-1/4', Foset",17501206692926,27501206692923
"49006","ESSO-1/2","Válvula de esfera de latón, soldable 1/2', Foset",17501206692896,27501206692893
"49481","ESSO-1/2X","Válvula de esfera, de latón, soldable, 1/2', alta presión",17506240608520,27506240608527
"49483","ESSO-1X","Válvula de esfera, de latón, soldable, 1', alta presión",17506240608544,27506240608541
"49011","ESSO-2","Válvula de esfera de latón, soldable 2', Foset",17501206692940,27501206692947
"49007","ESSO-3/4","Válvula de esfera de latón, soldable 3/4', Foset",17501206692902,27501206692909
"49482","ESSO-3/4X","Válvula de esfera, de latón, soldable, 3/4', alta presión",17506240608537,27506240608534
"10435","EST-23","Escalera de tijera tipo II 3 peldaños, Truper",17506240616259,27506240616256
"10264","EST-24","Escalera de tijera tipo ll 4 peldaños y bandeja, Truper",17506240614392,27506240614399
"100224","EST-24FV","Escalera de tijera, tipo ll, 4 peldaños, fibra de vidrio",17506240675775,27506240675772
"10335","EST-25","Escalera de tijera tipo ll 5 peldaños y bandeja, Truper",17506240614408,27506240614405
"100225","EST-25FV","Escalera de tijera, tipo ll, 5 peldaños, fibra de vidrio",17506240675782,27506240675789
"16744","EST-26","Escalera de tijera tipo II 6 peldaños y bandeja, Truper",17501206672669,27501206672666
"100226","EST-26FV","Escalera de tijera, tipo ll, 6 peldaños, fibra de vidrio",17506240675799,27506240675796
"10337","EST-27","Escalera de tijera tipo ll 7 peldaños y bandeja, Truper",17506240614415,27506240614412
"100227","EST-27FV","Escalera de tijera, tipo ll, 7 peldaños, fibra de vidrio",17506240675805,27506240675802
"10338","EST-28","Escalera de tijera tipo ll 8 peldaños y bandeja, Truper",17506240614422,27506240614429
"10436","EST-29","Escalera de tijera tipo II 9 peldaños y bandeja, Truper",17506240616266,27506240616263
"16740","EST-32","Escalera de tijera tipo III 2 escalones, Truper",17501206689889,27501206689886
"16741","EST-33","Escalera de tijera tipo III 3 escalones, Truper",17501206689896,27501206689893
"16742","EST-34","Escalera de tijera tipo III 4 escalones y bandeja, Truper",17501206689902,27501206689909
"16743","EST-35","Escalera de tijera tipo III 5 escalones y bandeja, Truper",17501206672652,27501206672659
"10437","EST-36","Escalera de tijera tipo III 6 escalones y bandeja, Truper",17506240616273,27506240616270
"100153","EST-45/50/60","Juego 2 estabilizadores calibre 15 para carretillas Truper",17506240673290,27506240673297
"20634","EST-45/50P","Juego 2 estabilizadores calibre 16 para carretillas Pretul",17506240673412,27506240673419
"25075","EST-4P","Estante plástico 4 repisas, Pretul",17506240610240,27506240610247
"19943","EST-5","Estante plástico uso rudo 5 repisas, Truper",17501206687458,27501206687455
"20614","EST-5P","Estante plástico 5 repisas, Pretul",17506240656903,27506240656900
"10366","EST-8","Estaca metálica universal para aspersor, 8', Truper",17501206652487,27501206652484
"10445","ESTA-24","Escalera de tijera 100% aluminio tipo ll 4 peldaños, Truper",17506240617072,27506240617079
"10450","ESTA-25","Escalera de tijera 100% aluminio tipo ll 5 peldaños, Truper",17506240617089,27506240617086
"10459","ESTA-26","Escalera de tijera 100% aluminio tipo ll 6 peldaños, Truper",17506240617096,27506240617093
"10460","ESTA-27","Escalera de tijera 100% aluminio tipo ll 7 peldaños, Truper",17506240617102,27506240617109
"10469","ESTA-28","Escalera de tijera 100% aluminio tipo ll 8 peldaños, Truper",17506240617119,27506240617116
"10438","ESTA-34","Escalera de tijera 100% aluminio tipo lll 4 peldaños, Truper",17506240617041,27506240617048
"10439","ESTA-35","Escalera de tijera 100% aluminio tipo lll 5 peldaños, Truper",17506240617058,27506240617055
"10442","ESTA-36","Escalera de tijera 100% aluminio tipo lll 6 peldaños, Truper",17506240617065,27506240617062
"10495","ESTD-24","Escalera de tijera doble, tipo ll, 4 escalones, Truper",17506240617126,27506240617123
"10496","ESTD-25","Escalera de tijera doble, tipo ll, 5 escalones, Truper",17506240617133,27506240617130
"10497","ESTD-26","Escalera de tijera doble, tipo ll, 6 escalones, Truper",17506240617140,27506240617147
"10498","ESTD-27","Escalera de tijera doble, tipo ll, 7 escalones, Truper",17506240617157,27506240617154
"101903","ESTE-207","Escalera telescópica, 7 peldaños, tipo II, capacidad 102kg",17506240693953,27506240693950
"101904","ESTE-213","Escalera telescópica,13 peldaños, tipo II, capacidad 102kg",17506240693960,27506240693967
"57000","ESTO-1B","Bolsa de 1 kg de estopa color blanca, Klintek",17506240635359,27506240635356
"57001","ESTO-1C","Bolsa de 1 kg de estopa color crema, Klintek",17506240635366,27506240635363
"24117","ESTU-1P","Escalera tubular, plegable, 1 peldaño, Pretul",17506240618451,27506240618458
"16763","ESTU-2A","Escalera tubular plegable, 2 peldaños, aluminio, Truper",17506240646478,27506240646475
"24118","ESTU-2P","Escalera tubular, plegable, 2 peldaños, Pretul",17506240618468,27506240618465
"24119","ESTU-2PB","Escalera tubular, plegable, 2 peldaños con barandal, Pretul",17506240618475,27506240618472
"16764","ESTU-3A","Escalera tubular plegable, 3 peldaños, aluminio, Truper",17506240646485,27506240646482
"24120","ESTU-3P","Escalera tubular, plegable, 3 peldaños, Pretul",17506240618482,27506240618489
"16765","ESTU-4A","Escalera tubular plegable, 4 peldaños, aluminio, Truper",17506240646492,27506240646499
"24122","ESTU-4P","Escalera tubular, plegable, 4 peldaños, Pretul",17506240635144,27506240635141
"12881","ET-10FX","Espátula flexible 10' acero inox. mango Comfort Grip, Expert",17506240673771,27506240673778
"101088","ET-10XM","Espátula 10' acero inoxidable con mango de madera, Expert",17506240683886,27506240683883
"15132","ET-12A","Escuadra 12' de aluminio para muros de yeso, Truper",17506240667015,27506240667012
"17977","ET-19","Engrapadora tipo pistola para ¼' y 5/16', con 200 grapas",17501206685379,27501206685376
"14447","ET-1F","Espátula flexible 1' con mango de madera, Truper",17501206630102,27501206630109
"14440","ET-1R","Espátula rígida 1' con mango de madera, Truper",17501206630119,27501206630116
"14458","ET-2-1/2R5","Espátula 2-1/2' de 5 usos con mango de madera, Truper",17501206630195,27501206630192
"15855","ET-2-1/2R5X","Espátula 2-1/2' de 5 usos, acero inox, Comfort Grip, Expert",17506240622281,27506240622288
"17963","ET-21","Engrapadora tipo pistola para ¼',5/16', 3/8', con 200 grapas",17501206671204,27501206671201
"17970","ET-21-1/4","Caja con 1000 grapas 1/4' corona 11.3 mm para ET-21, Truper",17501206672546,27501206672543
"17982","ET-21-3/8","Caja con 1000 grapas 3/8'corona 11.3 mm para ET-21, Truper",17501206687953,27501206687950
"17971","ET-21-5/16","Caja con 1000 grapas 5/16'corona 11.3 mm para ET-21, Truper",17501206672553,27501206672550
"14448","ET-2F","Espátula flexible 2' con mango de madera, Truper",17501206630126,27501206630123
"15850","ET-2FX","Espátula flexible 2' acero inox. mango Comfort Grip, Expert",17506240622236,27506240622233
"14443","ET-2P","Espátula plástica de 2', Truper",17501206675882,27501206675889
"14441","ET-2R","Espátula rígida 2' con mango de madera, Truper",17501206630133,27501206630130
"101081","ET-2XM","Espátula 2' acero inoxidable con mango de madera, Expert",17506240683824,27506240683821
"14449","ET-3F","Espátula flexible 3' con mango de madera, Truper",17501206630140,27501206630147
"15851","ET-3FX","Espátula flexible 3' acero inox. mango Comfort Grip, Expert",17506240622243,27506240622240
"14444","ET-3P","Espátula plástica de 3', Truper",17501206675899,27501206675896
"14442","ET-3R","Espátula rígida 3' con mango de madera, Truper",17501206630157,27501206630154
"14457","ET-3RA","Espátula afilada y angulada 3' con mango de madera, Truper",17501206630188,27501206630185
"101083","ET-3XM","Espátula 3' acero inoxidable con mango de madera, Expert",17506240683831,27506240683838
"14450","ET-4F","Espátula flexible 4' con mango de madera, Truper",17501206630164,27501206630161
"15852","ET-4FX","Espátula flexible 4' acero inox. mango Comfort Grip, Expert",17506240622250,27506240622257
"14445","ET-4P","Espátula plástica de 4', Truper",17501206676070,27501206676077
"101084","ET-4XM","Espátula 4' acero inoxidable con mango de madera, Expert",17506240683848,27506240683845
"17964","ET-50","Engrapadora / clavadora tipo pistola, Truper",17501206671211,27501206671218
"17968","ET-50-1/2","Caja con 1000 grapas 1/2' corona 10.7 mm para ET-50, Truper",17501206672522,27501206672529
"17965","ET-50-1/4","Caja con 1000 grapas 1/4' corona 10.7 mm para ET-50, Truper",17501206672300,27501206672307
"17967","ET-50-3/8","Caja con 1000 grapas 3/8' corona 10.7 mm para ET-50, Truper",17501206672614,27501206672611
"17966","ET-50-5/16","Caja con 1000 grapas 5/16' corona 10.7 mm para ET-50, Truper",17501206672515,27501206672512
"17969","ET-50-9/16","Caja con 1000 grapas 9/16' corona 10.7 mm para ET-50, Truper",17501206672539,27501206672536
"17981","ET-50X","Engrapadora / clavadora tipo pistola uso rudo, Truper",17501206674229,27501206674226
"14451","ET-5F","Espátula flexible 5' con mango de madera, Truper",17501206630171,27501206630178
"15853","ET-5FX","Espátula flexible 5' acero inox. mango Comfort Grip, Expert",17506240622267,27506240622264
"101085","ET-5XM","Espátula 5' acero inoxidable con mango de madera, Expert",17506240683855,27506240683852
"14452","ET-6F","Espátula flexible 6' con mango de madera, Truper",17501206630201,27501206630208
"15854","ET-6FX","Espátula flexible 6' acero inox. mango Comfort Grip, Expert",17506240622274,27506240622271
"101086","ET-6XM","Espátula 6' acero inoxidable con mango de madera, Expert",17506240683862,27506240683869
"15131","ET-7A","Escuadra 7' de aluminio para muros de yeso, Truper",17506240667008,27506240667005
"12876","ET-8FX","Espátula flexible 8' acero inox. mango Comfort Grip, Expert",17506240673764,27506240673761
"101087","ET-8XM","Espátula 8' acero inoxidable con mango de madera, Expert",17506240683879,27506240683876
"14460","ETA-10","Espátula tapizadora de 10' acero al medio carbono, Truper",17501206631161,27501206631168
"11879","ETA-10X","Espátula tapizadora de 10' acero inoxidable, Truper Expert",17506240673795,27506240673792
"14461","ETA-12","Espátula tapizadora de 12' acero al medio carbono, Truper",17501206631178,27501206631175
"11881","ETA-12X","Espátula tapizadora de 12' acero inoxidable, Truper Expert",17506240673801,27506240673808
"14459","ETA-8","Espátula tapizadora de 8' acero al medio carbono, Truper",17501206631154,27501206631151
"11865","ETA-8X","Espátula tapizadora de 8' acero inoxidable, Truper Expert",17506240673788,27506240673785
"47908","ETR-2","Escurridor de acero cromado con 2 niveles para trastes",17502309730249,27502309730246
"101374","ETR-6","Espátula rectangular 6' x 3' acero inoxidable, mango madera",17506240685675,27506240685672
"55890","EX-ACC-VK","Exhibidor de accesorios Volteck",17506240644696,27506240644693
"55440","EX-ACC-VK-CR","Respaldo de inventario para exhibidor de accesorios, Volteck",17501206672072,27501206672079
"55977","EX-AE-GO","Exhibidor tipo góndola, Foset Aero",17502309730652,27502309730659
"55873","EX-AEM-42-CR","Respaldo de inventario para exhibidor de mezcladora AEM-42",17506240643279,27506240643276
"55976","EX-AQ-GO","Exhibidor tipo góndola, Foset Aqua",17502309730645,27502309730642
"55971","EX-AQA-4004","Exhibidor con jgo de acc AQA-4004, Foset",17506240699399,27506240699396
"55722","EX-AQF-81","Exhibidor con mezcladora AQF-81, Foset",17506240631610,27506240631617
"55870","EX-AQF-81-CR","Respaldo de inventario para exhibidor de mezcladora AQF-81",17506240643248,27506240643245
"55721","EX-AQF-82","Exhibidor con mezcladora AQF-82, Foset",17506240631603,27506240631600
"55869","EX-AQF-82-CR","Respaldo de inventario para exhibidor de mezcladora AQF-82",17506240643231,27506240643238
"55969","EX-AQF-82N","Exhibidor con rezcladora AQF-82N, Foset",17506240699375,27506240699372
"55723","EX-AQM-51","Exhibidor con mezcladora AQM-51, Foset",17506240631627,27506240631624
"55874","EX-AQM-51-CR","Respaldo de inventario para exhibidor de mezcladora AQM-51",17506240643286,27506240643283
"55724","EX-AQM-52","Exhibidor con mezcladora AQM-52, Foset",17506240631634,27506240631631
"55875","EX-AQM-52-CR","Respaldo de inventario para exhibidor de mezcladora AQM-52",17506240643293,27506240643290
"55970","EX-AQM-52N","Exhibidor con mezcladora AQM-52N, Foset",17506240699382,27506240699389
"55725","EX-AQM-61","Exhibidor con mezcladora AQM-61, Foset",17506240631641,27506240631648
"55871","EX-AQM-61-CR","Respaldo de inventario para exhibidor de mezcladora AQM-61",17506240643255,27506240643252
"55726","EX-AQM-62","Exhibidor con mezcladora AQM-62, Foset",17506240631658,27506240631655
"55872","EX-AQM-62-CR","Respaldo de inventario para exhibidor de mezcladora AQM-62",17506240643262,27506240643269
"14516","EX-B2","Extractor de baleros de 25 a 62 mm, Truper",17501206683603,27501206683600
"14517","EX-B4","Extractor de baleros de 57 a 108 mm, Truper",17501206683610,27501206683617
"55975","EX-BA-GO","Exhibidor tipo góndola, Foset Basic",17502309730638,27502309730635
"57026","EX-BA-VK","Exhibidor de Línea Basic armada, Volteck",17506240680427,27506240680424
"55980","EX-BAQ-GO","Exhibidor tipo góndola, Foset Basic/Aqua",17502309730683,27502309730680
"56371","EX-CALE-HS","Exhibidor con mini calentador solar de tubos Heat Pipe",17506240664052,27506240664059
"56370","EX-CALE-S","Exhibidor con maqueta de calentador de agua solar, Foset",17506240643422,27506240643429
"55785","EX-CC-FOS","Exhibidor con conexiones de cobre, Foset",17506240632242,27506240632249
"55578","EX-CES-FOS2","Exhibidor de céspoles, Foset",17506240613401,27506240613408
"55645","EX-CES-FOS2-CR","Respaldo de inventario para exhibidor de céspoles Foset, #2",17506240615092,27506240615099
"55783","EX-CG-FOS","Exhibidor con conexiones de acero galvanizado, Foset",17506240632228,27506240632225
"55786","EX-CLG-FOS","Exhibidor con conexiones de latón para gas, Foset",17506240632259,27506240632256
"55955","EX-CM-FOS","Exhibidor con conexiones para manguera de PP, Foset",17506240686610,27506240686617
"55884","EX-COX-VK","Exhibidor de conexiones Volteck",17506240644344,27506240644341
"55441","EX-COX-VK-CR","Respaldo de inventario para exhibidor de conexiones, Volteck",17501206672089,27501206672086
"55787","EX-CPVC-FOS","Exhibidor con conexiones de CPVC, Foset",17506240632266,27506240632263
"55788","EX-CV-FOS","Exhibidor con conexiones de PPR, Foset",17506240632273,27506240632270
"55485","EX-DES-HOR2","Exhibidor despachador horizontal, con producto",17506240604461,27506240604468
"55887","EX-DES-PIL1","Exhibidor despachador de pilas Volteck 1",17506240644375,27506240644372
"55612","EX-DES-V2","Exhibidor despachador, Volteck # 2",17506240614767,27506240614764
"55279","EX-E-652","Exhibidor para llaves E-652, Foset",17501206675356,27501206675353
"55513","EX-E-652-CR","Respaldo de inventario para exhibidor con llave E-652",17506240604836,27506240604833
"55280","EX-E-652A","Exhibidor para llaves E-652A, Foset",17501206675363,27501206675360
"55514","EX-E-652A-CR","Respaldo de inventario para exhibidor con llave E-652A",17506240604843,27506240604840
"55978","EX-EL-GO","Exhibidor tipo góndola, Foset Element",17502309730669,27502309730666
"57025","EX-ES-VK","Exhibidor de Línea Española, Volteck",17506240680410,27506240680417
"55594","EX-F-312","Exhibidor con mezcladora F-312, Foset",17506240614583,27506240614580
"55624","EX-F-312-CR","Respaldo de inventario para exhibidor de mezcladora F-312",17506240614880,27506240614887
"55281","EX-F-317","Exhibidor con mezcladora F-317, Foset",17501206675370,27501206675377
"55508","EX-F-317-CR","Respaldo de inventario para exhibidor de mezcladora F-317",17506240604782,27506240604789
"55587","EX-F-317A","Exhibidor con mezcladora F-317A, Foset",17506240614514,27506240614511
"55617","EX-F-317A-CR","Respaldo de inventario para exhibidor de mezcladora F-317A",17506240614811,27506240614818
