key,code,ean,DUN-14 Inner,DUN-14 Master,unit,description,brand,buy,retailsale,wholesale,inventory,min_inventory,department
ACT-4T-32,14929,7506240647096,17506240647093,27506240647090,Pieza,"Aceite semi-sintético, motor 4 tiempos, 946ml (32oz), Truper",Truper,99,155,129,10,1,"Lubricantes, aceites y grasas"
ACT-HOE,15127,7501206619049,17501206619046,27501206619043,Pieza,"Deshierbador con mango de madera 54', Truper",Truper,175,275,225,10,1,Azadones de zanco
AD-2,10372,7501206655405,17501206655402,27501206655409,Pieza,"Conector 'Y' 3/4' metálico para manguera, Truper",Truper,49,77,63,10,1,Conexiones de manguera para jardín
AD-270,46250,7501206657508,17501206657505,27501206657502,Pieza,"Adaptador con supresor de picos 270 joules, Volteck",Volteck,35,55,45,10,1,Multicontactos y adaptadores
AD-2P,20050,7501206655412,17501206655419,27501206655416,Pieza,"Conector 'Y' 3/4' plástico para manguera, Pretul",Pretul,25,39,33,10,1,Conexiones de manguera para jardín
AD-2R,102248,7506240697602,17506240697609,27506240697606,Pieza,Conector 'Y' 3/4' metálico con recubrimiento para manguera,Truper,95,149,125,10,1,Conexiones de manguera para jardín
AD-2X,10375,7501206655429,17501206655426,27501206655423,Pieza,Conector 'Y' 3/4' latón sólido con tuerca móvil p/manguera,Truper,135,215,175,10,1,Conexiones de manguera para jardín
AD-32B,46252,7501206657461,17501206657468,27501206657465,Pieza,"Bolsa con 2 adaptadores 3 a 2 blancos, Volteck",Volteck,18,28,23,10,1,Multicontactos y adaptadores
AD-32B-G,46255,7506240642855,17506240642852,27506240642859,Pieza,"Adaptador 3 a 2, blanco, a granel, Volteck",Volteck,8,12.5,10.5,10,1,Multicontactos y adaptadores
AD-32G,46254,7501206657485,17501206657482,27501206657489,Pieza,"Bolsa con 2 adaptadores 3 a 2 grises, Volteck",Volteck,18,28,23,10,1,Multicontactos y adaptadores
AD-32G-G,46257,7506240642879,17506240642876,27506240642873,Pieza,"Adaptador 3 a 2, gris, a granel, Volteck",Volteck,8,12.5,10.5,10,1,Multicontactos y adaptadores
AD-32N,46253,7501206657478,17501206657475,27501206657472,Pieza,"Bolsa con 2 adaptadores 3 a 2 naranjas, Volteck",Volteck,18,28,23,10,1,Multicontactos y adaptadores
AD-32N-G,46256,7506240642862,17506240642869,27506240642866,Pieza,"Adaptador 3 a 2, naranja, a granel, Volteck",Volteck,8,12.5,10.5,10,1,Multicontactos y adaptadores
AD-CU-P,14645,7506240605621,17506240605628,27506240605625,Pieza,"Adaptador de cuchillas de repuesto, Truper",Truper,155,245,199,10,1,Podadoras (Refacciones y accesorios)
AD-CU-P-316,20593,7506240648093,17506240648090,27506240648097,Pieza,"Adaptador de cuchillas para P-316P, Pretul",Pretul,155,245,199,10,1,Podadoras (Refacciones y accesorios)
AD-PR,46246,7506240635116,17506240635113,27506240635110,Pieza,"Adaptador barra plana a redonda, Volteck",Volteck,10,15.5,13,10,1,Multicontactos y adaptadores
AD-RP,46245,7506240635109,17506240635106,27506240635103,Pieza,"Adaptador barra redonda a plana, Volteck",Volteck,10,15.5,13,10,1,Multicontactos y adaptadores
ADA-3,10752,7506240658085,17506240658082,27506240658089,Set,"Juego de 3 adaptadores para dados de 1/4', 3/8' y 1/2'",Truper,45,69,58,10,1,Puntas para desarmador
ADA-3L,19599,7506240658344,17506240658341,27506240658348,Set,"Juego de 3 adaptadores largos para dados de 1/4, 3/8 y 1/2'",Truper,105,165,135,10,1,Puntas para desarmador
ADA-SOLT,13212,7506240672685,17506240672682,27506240672689,Set,"Juego 2 conectores de cambio rápido para soldadora, Truper",Truper,155,245,199,10,1,Accesorios para soldar
ADAP-PLUS,14654,7506240619284,17506240619281,27506240619288,Pieza,"Adaptador para rotomartillos, SDS PLUS, Truper",Truper,35,59,49,10,1,Accesorios máquinas
ADC-5/8,10540,7501206653005,17501206653002,27501206653009,Set,"Adaptador para discos abrasivos 7' a 9', tipo 41, eje 5/8-11",Truper,95,149,125,10,1,Adaptadores para discos
ADC-M14,10541,7501206653012,17501206653019,27501206653016,Set,"Adaptador para discos abrasivos 7' a 9', tipo 41, eje M14",Truper,95,149,125,10,1,Adaptadores para discos
ADC-MINI,10544,7501206653029,17501206653026,27501206653023,Set,"Adaptador para discos abrasivos 4' y 4-1/2', tipo 42, 5/8-11",Truper,49,77,63,10,1,Adaptadores para discos
ADJ-1/2L,49825,7502309732956,17502309732953,27502309732950,Pieza,"Adaptador de latón 1/2' para manguera, Foset",Foset,17,27,22,10,1,Conexiones de manguera para jardín
ADJ-1/2Z,49826,7502309732963,17502309732960,27502309732967,Pieza,"Adaptador metálico 1/2' para manguera, Foset",Foset,8,12.5,10.5,10,1,Conexiones de manguera para jardín
ADM-140,102281,7506240697817,17506240697814,27506240697811,Pieza,"Adhesivo de montaje Adiós clavos, 140 g, Truper",Truper,45,65,54,10,1,Selladores
ADM-420,102280,7506240697800,17506240697807,27506240697804,Pieza,"Adhesivo de montaje Adiós clavos, 420 g, Truper",Truper,59,85,69,10,1,Selladores
ADPO-1/2C,49644,7506240683711,17506240683718,27506240683715,Pieza,"Cople inserción de latón 1/2' para poliducto negro, Foset",Foset,22,35,29,10,1,Adaptadores de latón para poliducto
ADPO-1/2H,49311,7506240603962,17506240603969,27506240603966,Pieza,"Adaptador hembra de latón 1/2' para poliducto, Foset",Foset,27,42,35,10,1,Adaptadores de latón para poliducto
ADPO-1/2M,49305,7506240603931,17506240603938,27506240603935,Pieza,"Adaptador macho de latón 1/2' para poliducto, Foset",Foset,20,32,26,10,1,Adaptadores de latón para poliducto
ADPO-1/2T,49641,7506240683681,17506240683688,27506240683685,Pieza,"Tee inserción macho latón 1/2' para poliducto negro, Foset",Foset,52,82,67,10,1,Adaptadores de latón para poliducto
ADPO-1C,49646,7506240683735,17506240683732,27506240683739,Pieza,"Cople inserción de latón 1' para poliducto negro, Foset",Foset,45,69,58,10,1,Adaptadores de latón para poliducto
ADPO-1H,49313,7506240603986,17506240603983,27506240603980,Pieza,"Adaptador hembra de latón 1' para poliducto, Foset",Foset,63,99,82,10,1,Adaptadores de latón para poliducto
ADPO-1M,49307,7506240603955,17506240603952,27506240603959,Pieza,"Adaptador macho de latón 1' para poliducto, Foset",Foset,52,82,67,10,1,Adaptadores de latón para poliducto
ADPO-1T,49643,7506240683704,17506240683701,27506240683708,Pieza,"Tee inserción macho latón 1' para poliducto negro, Foset",Foset,120,188,156,10,1,Adaptadores de latón para poliducto
ADPO-3/4C,49645,7506240683728,17506240683725,27506240683722,Pieza,"Cople inserción de latón 3/4' para poliducto negro, Foset",Foset,29,46,38,10,1,Adaptadores de latón para poliducto
ADPO-3/4H,49312,7506240603979,17506240603976,27506240603973,Pieza,"Adaptador hembra de latón 3/4' para poliducto, Foset",Foset,35,55,45,10,1,Adaptadores de latón para poliducto
ADPO-3/4M,49306,7506240603948,17506240603945,27506240603942,Pieza,"Adaptador macho de latón 3/4' para poliducto, Foset",Foset,30,47,39,10,1,Adaptadores de latón para poliducto
ADPO-3/4T,49642,7506240683698,17506240683695,27506240683692,Pieza,"Tee inserción macho latón 3/4' para poliducto negro, Foset",Foset,68,105,88,10,1,Adaptadores de latón para poliducto
ADT27-5/8,10542,7501206653043,17501206653040,27501206653047,Set,"Adaptador para discos abrasivos 7' a 9', tipo 42, eje 5/8-11",Truper,135,215,175,10,1,Adaptadores para discos
ADT27-M14,10543,7501206653050,17501206653057,27501206653054,Set,"Adaptador para discos abrasivos 7' a 9', tipo 42, eje M14",Truper,135,215,175,10,1,Adaptadores para discos
AEA-70,49631,7506240617631,17506240617638,27506240617635,Pieza,"Sistema para montaje de accesorios para baño, Foset Aero",Foset,10,14.5,12,10,1,Accesorios para baño
AEA-7000,49640,7506240617723,17506240617720,27506240617727,Juego,"Juego de 6 accesorios para baño metálicos, Foset Aero",Foset,995,1445,1195,10,1,Accesorios para baño
AEA-71,49632,7506240617648,17506240617645,27506240617642,Juego,"Portavaso cepillero metálico con vaso de vidrio, Foset Aero",Foset,130,188,156,10,1,Accesorios para baño
AEA-71VA,49633,7506240617655,17506240617652,27506240617659,Pieza,"Vaso de vidrio de repuesto para portavaso, Foset Aero",Foset,20,29,24,10,1,Accesorios para baño
AEA-72,49634,7506240617662,17506240617669,27506240617666,Pieza,"Portarrollo con barra de acero inoxidable, Foset Aero",Foset,195,285,235,10,1,Accesorios para baño
AEA-73,49635,7506240617679,17506240617676,27506240617673,Pieza,"Gancho sencillo metálico para toalla, Foset Aero",Foset,115,165,139,10,1,Accesorios para baño
AEA-74,49636,7506240617686,17506240617683,27506240617680,Juego,"Jabonera metálica con plato de vidrio, Foset Aero",Foset,135,195,162,10,1,Accesorios para baño
AEA-74PL,49637,7506240617693,17506240617690,27506240617697,Pieza,"Plato de vidrio de repuesto para jabonera, Foset Aero",Foset,22,32,26,10,1,Accesorios para baño
AEA-76,49638,7506240617709,17506240617706,27506240617703,Pieza,"Toallero con barra de acero inoxidable, Foset Aero",Foset,255,369,305,10,1,Accesorios para baño
AEA-77,49639,7506240617716,17506240617713,27506240617710,Pieza,"Toallero metálico de argolla, Foset Aero",Foset,155,225,185,10,1,Accesorios para baño
AEF-81,49773,7506240629139,17506240629136,27506240629133,Pieza,"Mezcladora 8' cuello alto para fregadero, Foset Aero",Foset,1050,1525,1255,10,1,Grifería
AEF-82,49771,7506240629115,17506240629112,27506240629119,Pieza,"Monomando nariz retráctil para fregadero, Foset Aero",Foset,1450,2115,1735,10,1,Grifería
AEF-83,49772,7506240629122,17506240629129,27506240629126,Pieza,"Monomando para fregadero, Foset Aero",Foset,1250,1815,1495,10,1,Grifería
AEM-41,49763,7506240629078,17506240629075,27506240629072,Pieza,"Mezcladora 4' nariz larga para lavabo, Foset Aero",Foset,695,1015,835,10,1,Grifería
AEM-42,49764,7506240629085,17506240629082,27506240629089,Pieza,"Mezcladora 4' cuello alto para lavabo, Foset Aero",Foset,795,1155,955,10,1,Grifería
AEM-43,49766,7506240629108,17506240629105,27506240629102,Pieza,"Mezcladora 4' cuello tipo bar para lavabo, Foset Aero",Foset,845,1225,1015,10,1,Grifería
AEM-44,49765,7506240629092,17506240629099,27506240629096,Pieza,"Monomando 4' para lavabo, Foset Aero",Foset,775,1125,925,10,1,Grifería
AEM-45,45203,7506240644804,17506240644801,27506240644808,Pieza,"Monomando corto para lavabo, Foset Aero",Foset,745,1085,895,10,1,Grifería
AEM-71,49767,7506240629146,17506240629143,27506240629140,Pieza,"Monomando para regadera, Foset",Foset,1150,1665,1375,10,1,Grifería
AEM-91,49762,7506240629061,17506240629068,27506240629065,Pieza,"Mezcladora para lavabo con taladros separados, Foset Aero",Foset,1350,1950,1615,10,1,Grifería
AEMM-01,45237,7506240634195,17506240634192,27506240634199,Set,"Juego de 2 manerales para lavabo, taladros separados, Aero",Foset,185,289,239,10,1,Grifería
AEMM-02,45238,7506240634201,17506240634208,27506240634205,Set,"Juego de 2 manerales para lavabo y fregadero, Foset Aero",Foset,145,229,189,10,1,Grifería
AEMM-03,45239,7506240634225,17506240634222,27506240634229,Pieza,"Maneral monomando para lavabo, Foset Aero",Foset,95,149,125,10,1,Grifería
AEMM-04,45240,7506240634232,17506240634239,27506240634236,Pieza,"Maneral monomando para fregadero, manguera extraible, Aero",Foset,120,188,156,10,1,Grifería
AEMM-05,45241,7506240634249,17506240634246,27506240634243,Pieza,"Maneral monomando para fregadero, Foset Aero",Foset,115,179,149,10,1,Grifería
AEMM-06,45242,7506240634263,17506240634260,27506240634267,Pieza,"Maneral monomando para regadera, Foset Aero",Foset,120,188,156,10,1,Grifería
AEMM-07,45114,7506240644828,17506240644825,27506240644822,Pieza,"Maneral monomando para lavabo AEM-45, Foset Aero",Foset,99,155,129,10,1,Grifería
AEMR-61,49778,7506240629160,17506240629167,27506240629164,Set,"Juego 2 manerales para regadera, Foset Aero",Foset,385,605,499,10,1,Grifería
AER-51,49777,7506240629153,17506240629150,27506240629157,Pieza,"Salida de tina con desviador, Foset",Foset,275,399,329,10,1,Grifería
AERO-30,11859,7506240674382,17506240674389,27506240674386,Pieza,"Pistola aerográfica de gravedad vaso multiposición, Truper",Truper,295,465,385,10,1,Pistolas para pintar
AERO-35,16020,7501206655726,17501206655723,27501206655720,Pieza,"Pistola aerográfica de gravedad con vaso fijo, Truper",Truper,375,589,485,10,1,Pistolas para pintar
AERO-8,11861,7506240674399,17506240674396,27506240674393,Pieza,"Pistola aerográfica de succión , Truper",Truper,165,259,215,10,1,Pistolas para pintar
AFB-118,101684,7506240688419,17506240688416,27506240688413,Pieza,"Afilador eléctrico para brocas con punta 118°, Truper",Truper,495,719,595,10,1,Afiladores
AFI-CU,24140,7506240635963,17506240635960,27506240635967,Pieza,"Afilador de cuchillos, Pretul",Pretul,75,117,97,10,1,Afiladores
AFI-CUM,14016,7506240653516,17506240653513,27506240653510,Pieza,"Afilador de cuchillos, de bolsillo, Truper",Truper,110,175,145,10,1,Afiladores
AFI-CUX,15147,7506240647430,17506240647437,27506240647434,Pieza,"Afilador de cuchillos, Truper",Truper,155,245,199,10,1,Afiladores
AFI-TIJ,100435,7506240678861,17506240678868,27506240678865,Pieza,"Afilador para herramientas de corte, Truper",Truper,69,109,89,10,1,Afiladores
AFWC-45B,49368,7506240680970,17506240680977,27506240680974,Pieza,"Asiento alargado sin tapa para taza fluxómetro, blanco,Foset",Foset,165,239,199,10,1,Asientos para WC
AI-5254,100906,7506240694441,17506240694448,27506240694445,Pieza,"Adaptador de impacto 1/2' (H) x 3/8' (M), Truper",Truper,65,102,84,10,1,Matracas y accesorios
AI-5453,100949,7506240694502,17506240694509,27506240694506,Pieza,"Adaptador de Impacto 3/4' (H) x 1/2' (M), Truper",Truper,159,249,205,10,1,Matracas y accesorios
AI-5455,100950,7506240694519,17506240694516,27506240694513,Pieza,"Adaptador de Impacto 3/4' (H) x 1' (M), Truper",Truper,325,515,425,10,1,Matracas y accesorios
AI-5653,100907,7506240694458,17506240694455,27506240694452,Pieza,"Adaptador de impacto 1/2' (H) x 3/4' (M), Truper",Truper,135,215,175,10,1,Matracas y accesorios
AJ-6,10210,7501206648599,17501206648596,27501206648593,Pieza,"Arco junior 6' para segueta, Truper",Truper,65,102,84,10,1,Arcos para seguetas
AJT-21,10254,7501206654088,17501206654085,27501206654082,Pieza,"Arco jardinero tubular de 21', Truper",Truper,159,249,205,10,1,Arcos jardineros nacionales
AJT-24,10258,7501206654095,17501206654092,27501206654099,Pieza,"Arco jardinero tubular de 24', Truper",Truper,169,265,219,10,1,Arcos jardineros nacionales
AJT-30,10260,7501206671184,17501206671181,27501206671188,Pieza,"Arco jardinero tubular de 30', Truper",Truper,189,295,245,10,1,Arcos jardineros nacionales
AL-0,10600,7501206613283,17501206613280,27501206613287,Pieza,"Azadón Lane No.0 de 1.6 lb sin mango, Truper",Truper,115,165,139,10,1,Azadones de ojo
AL-0M,10612,7501206613290,17501206613297,27501206613294,Pieza,"Azadón Lane No.0 de 1.6 lb con mango de 54', Truper",Truper,255,369,305,10,1,Azadones de ojo
AL-1,10603,7501206612071,17501206612078,27501206612075,Pieza,"Azadón Lane No.1 de 1.8 lb sin mango, Truper",Truper,120,175,145,10,1,Azadones de ojo
AL-1M,10615,7501206612019,17501206612016,27501206612013,Pieza,"Azadón Lane No.1 de 1.8 lb con mango de 54', Truper",Truper,260,379,315,10,1,Azadones de ojo
AL-2,10606,7501206612088,17501206612085,27501206612082,Pieza,"Azadón Lane No.2 de 2.0 lb sin mango, Truper",Truper,125,182,149,10,1,Azadones de ojo
AL-2M,10618,7501206612026,17501206612023,27501206612020,Pieza,"Azadón Lane No.2 de 2.0 lb con mango de 54', Truper",Truper,265,385,319,10,1,Azadones de ojo
AL-3,10609,7501206612095,17501206612092,27501206612099,Pieza,"Azadón Lane No.3 de 2.1 lb sin mango, Truper",Truper,130,188,156,10,1,Azadones de ojo
AL-3M,10621,7501206612033,17501206612030,27501206612037,Pieza,"Azadón Lane No.3 de 2.1 lb con mango de 54', Truper",Truper,270,395,325,10,1,Azadones de ojo
AL-9V,46319,7501206657669,17501206657666,27501206657663,Set,"Pila alcalina 9v, blister, Volteck",Volteck,36,56,47,10,1,Baterías
AL-AA,46315,7501206657621,17501206657628,27501206657625,Set,"Blíster con 4 pilas alcalinas tamaño AA, Volteck",Volteck,32,49,42,10,1,Baterías
AL-AA-D,46012,7506240646419,17506240646416,27506240646413,Pieza,"Pila alcalina AA, despachador con 16 piezas, Volteck",Volteck,8,12.5,10.5,10,1,Baterías
AL-AAA,46316,7501206657638,17501206657635,27501206657632,Set,"Blíster con 4 pilas alcalinas tamaño AAA, Volteck",Volteck,32,49,42,10,1,Baterías
AL-AAA-D,46013,7506240646426,17506240646423,27506240646420,Pieza,"Pila alcalina AAA, despachador con 16 piezas, Volteck",Volteck,8,12.5,10.5,10,1,Baterías
AL-C,46317,7501206657645,17501206657642,27501206657649,Set,"Blíster con 2 pilas alcalinas tamaño C, Volteck",Volteck,36,56,47,10,1,Baterías
AL-D,46318,7501206657652,17501206657659,27501206657656,Set,"Blíster con 2 pilas alcalinas tamaño D, Volteck",Volteck,40,62,52,10,1,Baterías
ALCA-100,44991,7506240626015,17506240626012,27506240626019,Caja,"Bolsa con 144 alcayatas roscadas de 22 X 100, Fiero",Fiero,255,399,329,10,1,Armellas y alcayatas
ALCA-110,44992,7506240626022,17506240626029,27506240626026,Caja,"Bolsa con 72 alcayatas roscadas de 23 X 110, Fiero",Fiero,245,385,319,10,1,Armellas y alcayatas
ALCA-20,44985,7506240625964,17506240625961,27506240625968,Caja,"Bolsa con 144 alcayatas roscadas de 16 X 20, Fiero",Fiero,43,67,55,10,1,Armellas y alcayatas
ALCA-50,44986,7506240625971,17506240625978,27506240625975,Caja,"Bolsa con 144 alcayatas roscadas de 18 X 50, Fiero",Fiero,75,117,97,10,1,Armellas y alcayatas
ALCA-60,44987,7506240625988,17506240625985,27506240625982,Caja,"Bolsa con 144 alcayatas roscadas de 19 X 60, Fiero",Fiero,85,135,109,10,1,Armellas y alcayatas
ALCA-70,44988,7506240626039,17506240626036,27506240626033,Caja,"Bolsa con 144 alcayatas roscadas de 20 X 70, Fiero",Fiero,115,179,149,10,1,Armellas y alcayatas
ALCA-80,44989,7506240625995,17506240625992,27506240625999,Caja,"Bolsa con 144 alcayatas roscadas de 21 X 80, Fiero",Fiero,145,229,189,10,1,Armellas y alcayatas
ALCA-90,44990,7506240626008,17506240626005,27506240626002,Caja,"Bolsa con 144 alcayatas roscadas de 22 X 90, Fiero",Fiero,215,339,279,10,1,Armellas y alcayatas
ALE-7M,15530,7501206648605,17501206648602,27501206648609,Set,Juego 7 llaves allen mm punta hexagonal con organizador,Truper,39,62,49,10,1,Llaves Allen y Torx
ALE-7P,15533,7501206648612,17501206648619,27501206648616,Set,Juego 7 llaves allen std punta hexagonal con organizador,Truper,39,62,49,10,1,Llaves Allen y Torx
ALG-125,44465,7506240601883,17506240601880,27506240601887,kg,"Kilo de alambre galvanizado, calibre 12.5, Fiero",Fiero,53,76,63,10,1,Alambre galvanizado
ALG-145,44466,7506240601890,17506240601897,27506240601894,kg,"Kilo de alambre galvanizado, calibre 14.5, Fiero",Fiero,55,79,66,10,1,Alambre galvanizado
ALG-145B,45121,7506240648895,17506240648892,27506240648899,Pieza,"Rollo de 30 g de alambre galvanizado calibre 14.5, en bolsa",Fiero,3.1,5,4,10,1,Alambre galvanizado
ALG-160,44467,7506240601906,17506240601903,27506240601900,kg,"Kilo de alambre galvanizado, calibre 16, Fiero",Fiero,56,82,67,10,1,Alambre galvanizado
ALG-160B,45117,7506240648888,17506240648885,27506240648882,Pieza,"Rollo de 30 g de alambre galvanizado calibre 16, en bolsa",Fiero,3.1,5,4,10,1,Alambre galvanizado
ALG-180,44468,7506240601913,17506240601910,27506240601917,kg,"Kilo de alambre galvanizado, calibre 18, Fiero",Fiero,58,84,69,10,1,Alambre galvanizado
ALG-180B,45116,7506240648871,17506240648878,27506240648875,Pieza,"Rollo de 30 g de alambre galvanizado calibre 18, en bolsa",Fiero,3.1,5,4,10,1,Alambre galvanizado
ALG-200,44469,7506240601920,17506240601927,27506240601924,kg,"Kilo de alambre galvanizado, calibre 20, Fiero",Fiero,59,85,70,10,1,Alambre galvanizado
ALG-200B,45115,7506240648864,17506240648861,27506240648868,Pieza,"Rollo de 30 g de alambre galvanizado calibre 20, en bolsa",Fiero,3.1,5,4,10,1,Alambre galvanizado
