key,code,ean,DUN-14 Inner,DUN-14 Master,unit,description,brand,buy,retailsale,wholesale,inventory,min_inventory,department
LL-BRO1/2TP,16558,7501206652909,17501206652906,27501206652903,Pieza,"Llave para broquero de 1/2' de taladro de piso, Truper",Truper,25,39,33,10,1,Broqueros y llaves
LL-F,49105,7506240600527,17506240600524,27506240600521,Pieza,"Llave 1/2' para fregadero con niple y chapetón, Foset Basic",Foset,145,209,175,10,1,Grifería
LL-FA-MA,14543,7501206627150,17501206627157,27501206627154,Pieza,"Llave de 3 puntos 3'-4-1/2' para filtro de aceite, Truper",Truper,345,545,449,10,1,"Llaves de cadena, banda y universal para filtros de aceite"
LL-GA,15490,7501206643488,17501206643485,27501206643482,Pieza,"Llave 9' para tanque de gas, Truper",Truper,53,83,68,10,1,Llaves para plomero
LL-GA-P,21804,7501206603109,17501206603106,27501206603103,Pieza,"Llave para tanque de gas, Pretul",Pretul,25,39,33,10,1,Llaves para plomero
LL-JAR-P,22146,7506240608004,17506240608001,27506240608008,Pieza,"Llave para manguera, de latón, 100 g, entrada 1/2', Pretul",Pretul,42,60,50,10,1,Llaves de jardín
LL-JAR-PB,23145,7501206656709,17501206656706,27501206656703,Pieza,"Llave para manguera, de latón 100 g 1/2', en blíster, Pretul",Pretul,49,72,58,10,1,Llaves de jardín
LL-ROU-A3,101864,7506240691181,17506240691188,27506240691185,Pieza,"Llave para ROU-A3, Truper",Truper,15,25,21,10,1,Accesorios máquinas
LL-ROU-MN,102756,7502309737005,17502309737002,27502309737009,Par,"Juego de 2 llaves para ROU-MN, Truper",Truper,75,127,105,10,1,Accesorios máquinas
LL-ROU-N,101702,7506240690450,17506240690457,27506240690454,Pieza,"Llave para ROU-NX3 y ROU-N3, Truper",Truper,59,99,82,10,1,Accesorios máquinas
LL-ROU-NX2,102781,7502309736961,17502309736968,27502309736965,Pieza,"Llave para ROU-NX2, Truper",Truper,59,99,82,10,1,Accesorios máquinas
LLA-14,12397,7506240657705,17506240657702,27506240657709,Pieza,"Llana canto redondo 14' x 5' con mango de madera, Truper",Truper,115,179,149,10,1,Llanas y flotas
LLA-16,12398,7506240657712,17506240657719,27506240657716,Pieza,"Llana canto redondo 16' x 5' con mango de madera, Truper",Truper,135,215,175,10,1,Llanas y flotas
LLA-24,12399,7506240657729,17506240657726,27506240657723,Pieza,"Llana canto redondo 24' x 5' con mango de madera, Truper",Truper,225,355,295,10,1,Llanas y flotas
LLA-49,13337,7506240635925,17506240635922,27506240635929,Pieza,Pieza de llavero tipo herramienta en display box con 49 pz,Truper,20,20,20,10,1,Llaveros
LLA-ESMA-9N-7A3,101709,7506240690245,17506240690242,27506240690249,Pieza,"Llave de repuesto para ESMA-9N2/N3/7A3, Truper",Truper,45,75,63,10,1,Refacciones para máquinas
LLAP-12,12874,7501206640937,17501206640934,27501206640931,Pieza,"Llave 12' para plomero, Truper",Truper,145,229,189,10,1,Llaves para plomero
LLAR-10,15488,7501206673621,17501206673628,27501206673625,Pieza,Llave de artillería 13/16 x 1-1/2' boca cuadrada y hexagonal,Truper,555,805,665,10,1,Llaves de cruz y de artillería
LLAR-33,15489,7501206673614,17501206673611,27501206673618,Pieza,"Llave de artillería 33 mm boca hexagonal, Truper",Truper,555,805,665,10,1,Llaves de cruz y de artillería
LLAR-7,15485,7501206673652,17501206673659,27501206673656,Pieza,"Llave de artillería 1-1/8 x 7/8' boca hexagonal, Truper",Truper,435,629,525,10,1,Llaves de cruz y de artillería
LLAR-8,15486,7501206673645,17501206673642,27501206673649,Pieza,"Llave de artillería 1 x 1-1/8' boca hexagonal, Truper",Truper,455,659,545,10,1,Llaves de cruz y de artillería
LLAR-9,15487,7501206673638,17501206673635,27501206673632,Pieza,"Llave de artillería 1-1/16 x 1-1/4' boca hexagonal, Truper",Truper,485,705,585,10,1,Llaves de cruz y de artillería
LLB-10,15818,7501206638828,17501206638825,27501206638822,Pieza,Llave de banda de hule 1-1/2'-6-1/2' para filtro de aceite,Truper,235,369,305,10,1,"Llaves de cadena, banda y universal para filtros de aceite"
LLBRO-5/8TP,102541,7502309736817,17502309736814,27502309736811,Pieza,"Llave para broquero 5/8' para taladro de piso, Truper",Truper,35,55,45,10,1,Broqueros y llaves
LLC-801,15515,7501206612514,17501206612511,27501206612518,Pieza,"Llave universal con cadena con mango de 11', Truper",Truper,495,779,645,10,1,"Llaves de cadena, banda y universal para filtros de aceite"
LLC-802,13140,7506240670544,17506240670541,27506240670548,Pieza,"Llave de cadena tipo caimán uso pesado, mango de 28', Truper",Truper,995,1565,1295,10,1,"Llaves de cadena, banda y universal para filtros de aceite"
LLCANGA-M,43370,7506240617815,17506240617812,27506240617819,Pieza,"Llave magnética para candado CANGA-100, Hermex",Hermex,295,295,295,10,1,Candados
LLCR-14,102635,7502309735018,17502309735015,27502309735012,Pieza,"Llave de cruz 14' pulida y cromada, Truper",Truper,175,255,209,10,1,Llaves de cruz y de artillería
LLCR-14P,21800,7501206643624,17501206643621,27501206643628,Pieza,"Llave de cruz 14' galvanizada, Pretul",Pretul,129,187,155,10,1,Llaves de cruz y de artillería
LLCR-14X,15484,7501206643693,17501206643690,27501206643697,Pieza,"Llave de cruz 14' plegable pulida y cromada, Truper",Truper,225,325,269,10,1,Llaves de cruz y de artillería
LLCR-16,102634,7502309735001,17502309735008,27502309735005,Pieza,"Llave de cruz 16' pulida y cromada, Truper",Truper,185,269,225,10,1,Llaves de cruz y de artillería
LLCR-16P,28889,7502309734349,17502309734346,27502309734343,Pieza,"Llave de cruz 16' galvanizada, Pretul",Pretul,155,225,185,10,1,Llaves de cruz y de artillería
LLCR-18,15480,7501206643471,17501206643478,27501206643475,Pieza,"Llave de cruz 18' pulida y cromada, Truper",Truper,199,289,239,10,1,Llaves de cruz y de artillería
LLCR-18P,21801,7501206671450,17501206671457,27501206671454,Pieza,"Llave de cruz 18' galvanizada, Pretul",Pretul,169,245,205,10,1,Llaves de cruz y de artillería
LLCR-20,15481,7501206643617,17501206643614,27501206643611,Pieza,"Llave de cruz 20' pulida y cromada, Truper",Truper,225,325,269,10,1,Llaves de cruz y de artillería
LLCR-20D,18024,7506240647904,17506240647901,27506240647908,Pieza,Llave de cruz 20' pulida y cromada con entrada cuadro 1/2',Truper,225,325,269,10,1,Llaves de cruz y de artillería
LLCR-20P,21802,7501206641873,17501206641870,27501206641877,Pieza,"Llave de cruz 20' galvanizada, Pretul",Pretul,185,269,225,10,1,Llaves de cruz y de artillería
LLE-110Z,49079,7506240652649,17506240652646,27506240652643,Pieza,"Llave de esfera, de zinc, 110 gr, entrada 1/2', Foset Basic",Foset,35,49,42,10,1,Llaves de jardín
LLE-110ZS,48243,7502309736527,17502309736524,27502309736521,Pieza,"Llave de esfera de zinc 1/2', 110 g, s/adaptador, Basic",Foset,33,48,39,10,1,Llaves de jardín
LLE-115L,48307,7506240697824,17506240697821,27506240697828,Pieza,"Llave de esfera de latón, 115 gr, entrada 1/2', Foset",Foset,49,72,58,10,1,Llaves de jardín
LLE-115LS,45968,7502309736732,17502309736739,27502309736736,Pieza,"Llave de esfera de latón 1/2', 115 g, s/adaptador, Foset",Foset,47,69,56,10,1,Llaves de jardín
LLE-128L,49053,7506240685227,17506240685224,27506240685221,Pieza,"Llave de esfera de latón 1/2' con rosca para manguera, Foset",Foset,59,85,69,10,1,Llaves de jardín
LLE-130L,48308,7506240697831,17506240697838,27506240697835,Pieza,"Llave de esfera c/maneral corto, latón, 130gr, 1/2', Foset",Foset,55,79,66,10,1,Llaves de jardín
LLE-130LS,45967,7502309736725,17502309736722,27502309736729,Pieza,"Llave esfera de latón 1/2', maneral corto, 130g, s/adaptador",Foset,53,75,63,10,1,Llaves de jardín
LLE-140L,49083,7501206695746,17501206695743,27501206695740,Pieza,"Llave de esfera, de latón, 140 gr, entrada 1/2', Foset",Foset,59,85,69,10,1,Llaves de jardín
LLE-140LS,45969,7502309736749,17502309736746,27502309736743,Pieza,"Llave de esfera de latón 1/2', 140 g, s/adaptador, Foset",Foset,57,82,68,10,1,Llaves de jardín
LLE-151L,49054,7506240685234,17506240685231,27506240685238,Pieza,"Llave de esfera de latón 3/4' con rosca para manguera, Foset",Foset,75,109,89,10,1,Llaves de jardín
LLED-265L,48060,7506240685098,17506240685095,27506240685092,Pieza,"Llave de esfera doble salida 1/2' de latón, Foset",Foset,95,137,115,10,1,Llaves de jardín
LLH-10L,15727,7506240665618,17506240665615,27506240665612,Pieza,"Rueda de hule sólido 10' de alto desempeño, doble balero",Truper,199,289,239,10,1,Ruedas para diablo
LLI-10,47918,7502309730297,17502309730294,27502309730291,Pieza,"Llave temporizadora para lavabo, Foset",Foset,650,1095,909,10,1,Grifería
LLI-20,49227,7506240698685,17506240698682,27506240698689,Pieza,"Llave economizadora para lavabo, Foset",Foset,850,1435,1185,10,1,Grifería
LLJ-100,49074,7506240652625,17506240652622,27506240652629,Pieza,"Llave para manguera, de latón, 100 g, 1/2', Foset Basic",Foset,42,60,50,10,1,Llaves de jardín
LLJ-100B,49075,7506240652632,17506240652639,27506240652636,Pieza,"Llave para manguera, latón, 100 gr, 1/2',blister,Foset Basic",Foset,52,75,62,10,1,Llaves de jardín
LLJ-110Z,49979,7506240658627,17506240658624,27506240658621,Pieza,"Llave para manguera, de zamac, 100 g, 1/2', Foset Basic",Foset,25,36,29,10,1,Llaves de jardín
LLJ-120,49085,7501206695760,17501206695767,27501206695764,Pieza,"Llave para manguera, de latón, 120 g, 1/2', a granel, Foset",Foset,49,72,58,10,1,Llaves de jardín
LLJ-120B,49089,7501206695791,17501206695798,27501206695795,Pieza,"Llave para manguera, de latón, 120 g 1/2', en blíster, Foset",Foset,56,82,67,10,1,Llaves de jardín
LLJ-130C,49084,7501206695753,17501206695750,27501206695757,Pieza,"Llave para manguera, de latón cromado, 130 g, 1/2', Foset",Foset,79,115,94,10,1,Llaves de jardín
LLJ-135,49090,7501206695814,17501206695811,27501206695818,Pieza,"Llave de nariz de latón, 135 g, entrada 1/2', Foset",Foset,62,89,74,10,1,Llaves de jardín
LLJ-135C,49086,7501206695777,17501206695774,27501206695771,Pieza,"Llave de nariz de latón cromado, 135 g, entrada 1/2', Foset",Foset,79,115,94,10,1,Llaves de jardín
LLJ-140,49082,7501206695739,17501206695736,27501206695733,Pieza,"Llave para manguera, de latón, 140 g, entrada 1/2', Foset",Foset,62,89,74,10,1,Llaves de jardín
LLJ-140B,13147,7501206636077,17501206636074,27501206636071,Pieza,"Llave para manguera, de latón 140 g 1/2', en blíster, Truper",Truper,68,99,82,10,1,Llaves de jardín
LLJ-140T,100817,7506240679950,17506240679957,27506240679954,Pieza,"Llave para manguera, de latón, 140 g, 1/2', a granel, Truper",Truper,62,89,74,10,1,Llaves de jardín
LLJ-180,49088,7501206695784,17501206695781,27501206695788,Pieza,"Llave para manguera, de latón, 180 g, entrada 3/4', Foset",Foset,79,115,94,10,1,Llaves de jardín
LLM-11,15400,7501206631904,17501206631901,27501206631908,Pieza,"Llana canto recto 11', 10 remaches, mango de madera, Truper",Truper,98,155,127,10,1,Llanas y flotas
LLM-11CG,102704,7502309735759,17502309735756,27502309735753,Pieza,"Llana 11' dentado cuadrado 1/2', 10 remaches, mango madera",Truper,98,155,127,10,1,Llanas y flotas
LLM-2,11392,7506240666813,17506240666810,27506240666817,Pieza,"Llana canto recto tipo español, mango de madera, Truper",Truper,45,69,58,10,1,Llanas y flotas
LLM-2C,11525,7506240666837,17506240666834,27506240666831,Pieza,"Llana 11' dentado cuadrado 1/4', tipo español, mango madera",Truper,45,69,58,10,1,Llanas y flotas
LLM-2CG,102750,7502309735858,17502309735855,27502309735852,Pieza,"Llana 11' dentado cuadrado 1/2', tipo español, mango madera",Truper,45,69,58,10,1,Llanas y flotas
LLM-2D,11524,7506240666820,17506240666827,27506240666824,Pieza,"Llana dentado triangular tipo español, mango madera, Truper",Truper,45,69,58,10,1,Llanas y flotas
LLM-6C,15410,7501206674376,17501206674373,27501206674370,Pieza,"Llana 11' dentado cuadrado 1/4', 6 remaches, mango madera",Truper,85,135,109,10,1,Llanas y flotas
LLM-6CG,102703,7502309735742,17502309735749,27502309735746,Pieza,"Llana 11' dentado cuadrado 1/2', 6 remaches, mango madera",Truper,85,135,109,10,1,Llanas y flotas
LLM-6D,15409,7501206633779,17501206633776,27501206633773,Pieza,"Llana dentado triangular 11', 6 remaches, mango madera",Truper,85,135,109,10,1,Llanas y flotas
LLM-6L,15406,7501206633762,17501206633769,27501206633766,Pieza,"Llana canto recto 11', 6 remaches, mango de madera, Truper",Truper,85,135,109,10,1,Llanas y flotas
LLMC-11,15404,7501206674369,17501206674366,27501206674363,Pieza,"Llana 11' dentado cuadrado 1/4', 10 remaches, mango madera",Truper,98,155,127,10,1,Llanas y flotas
LLMD-11,15403,7501206631911,17501206631918,27501206631915,Pieza,"Llana dentado triangular 11', 10 remaches, mango madera",Truper,98,155,127,10,1,Llanas y flotas
LLN-10C,45904,7506240654735,17506240654732,27506240654739,Pieza,"Rueda neumática 10' para eje central, Truper",Truper,190,275,228,10,1,Ruedas para diablo
LLN-10L,45902,7506240654711,17506240654718,27506240654715,Pieza,"Rueda neumática 10' para eje lateral, Truper",Truper,190,275,228,10,1,Ruedas para diablo
LLN-8C,45903,7506240654728,17506240654725,27506240654722,Pieza,"Rueda neumática 8' para eje central, Truper",Truper,150,217,179,10,1,Ruedas para diablo
LLN-8L,45901,7506240654704,17506240654701,27506240654708,Pieza,"Rueda neumática 8' para eje lateral, Truper",Truper,150,217,179,10,1,Ruedas para diablo
LLP-12-1,14643,7506240605607,17506240605604,27506240605601,Pieza,"Ensamble de rueda y llanta trasera,12', Truper",Truper,225,355,295,10,1,Podadoras (Refacciones y accesorios)
LLP-418-7,14649,7506240605669,17506240605666,27506240605663,Pieza,"Ensamble de rueda y llanta delantera, 7', Truper",Truper,99,155,129,10,1,Podadoras (Refacciones y accesorios)
LLP-6C,15413,7501206674352,17501206674359,27501206674356,Pieza,"Llana 11' dentado cuadrado 1/4' , 6 remaches, mango plástico",Truper,65,102,84,10,1,Llanas y flotas
LLP-6CG,102702,7502309735735,17502309735732,27502309735739,Pieza,"Llana 11' dentado cuadrado 1/2' , 6 remaches, mango plástico",Truper,65,102,84,10,1,Llanas y flotas
LLP-6D,15415,7501206635193,17501206635190,27501206635197,Pieza,"Llana dentado triangular 11', 6 remaches, mango plástico",Truper,65,102,84,10,1,Llanas y flotas
LLP-6L,15412,7501206635186,17501206635183,27501206635180,Pieza,"Llana canto recto 11', 6 remaches, mango de plástico, Truper",Truper,65,102,84,10,1,Llanas y flotas
LLP-7-316,20591,7506240648079,17506240648076,27506240648073,Juego,"Ensamble rueda y llanta,7' para P-316P, Pretul",Pretul,99,155,129,10,1,Podadoras (Refacciones y accesorios)
LLP-8-1,14642,7506240605591,17506240605598,27506240605595,Pieza,"Ensamble de rueda y llanta delantera, 8', Truper",Truper,125,196,162,10,1,Podadoras (Refacciones y accesorios)
LLS-L,49194,7506240692294,17506240692291,27506240692298,Pieza,"Llave con sensor para lavabo, Foset",Foset,2350,3415,2815,10,1,Grifería
LLSS,11858,7501206691069,17501206691066,27501206691063,Pieza,"Llanta completa neumática lisa 16', incluye eje y baleros",Truper,295,429,355,10,1,Refacciones de carretillas
LLUDA,10545,7501206653036,17501206653033,27501206653030,Pieza,"Llave universal para adaptadores std y mm, Truper",Truper,75,117,97,10,1,Adaptadores para discos
LLX-10C,45909,7506240654780,17506240654787,27506240654784,Pieza,"Rueda imponchable 10' para eje central, Truper",Truper,295,429,355,10,1,Ruedas para diablo
LLX-10L,45911,7506240654803,17506240654800,27506240654807,Pieza,"Rueda imponchable 10' para eje lateral, Truper",Truper,295,429,355,10,1,Ruedas para diablo
LLX-8C,49016,7506240678823,17506240678820,27506240678827,Pieza,"Rueda imponchable 8' para eje central, Truper",Truper,195,285,235,10,1,Ruedas para diablo
LLX-8L,45910,7506240654797,17506240654794,27506240654791,Pieza,"Rueda imponchable 8' para eje lateral, Truper",Truper,195,285,235,10,1,Ruedas para diablo
LMCB-10,15173,7501206648414,17501206648411,27501206648418,Pieza,"Lima media caña bastarda 10', Truper",Truper,85,135,109,10,1,Limas
LMCB-10T,11243,7506240664543,17506240664540,27506240664547,Pieza,"Lima media caña bastarda 10' mango doble inyección, Truper",Truper,99,155,129,10,1,Limas
LMCB-12,15175,7501206648421,17501206648428,27501206648425,Pieza,"Lima media caña bastarda 12', Truper",Truper,110,175,145,10,1,Limas
LMCB-6,15169,7501206648391,17501206648398,27501206648395,Pieza,"Lima media caña bastarda 6', Truper",Truper,39,62,49,10,1,Limas
LMCB-6T,15317,7506240646242,17506240646249,27506240646246,Pieza,"Lima media caña bastarda 6' mango doble inyección, Truper",Truper,55,86,72,10,1,Limas
LMCB-8,15171,7501206648407,17501206648404,27501206648401,Pieza,"Lima media caña bastarda 8', Truper",Truper,52,82,67,10,1,Limas
LMCB-8T,15318,7506240646259,17506240646256,27506240646253,Pieza,"Lima media caña bastarda 8' mango doble inyección, Truper",Truper,69,109,89,10,1,Limas
LMCM-10,15181,7501206648124,17501206648121,27501206648128,Pieza,"Lima media caña muzas 10', Truper",Truper,110,175,145,10,1,Limas
LMCM-12,15183,7501206648131,17501206648138,27501206648135,Pieza,"Lima media caña muzas 12', Truper",Truper,135,215,175,10,1,Limas
LMCM-6,15177,7501206648100,17501206648107,27501206648104,Pieza,"Lima media caña muzas 6', Truper",Truper,45,69,58,10,1,Limas
LMCM-8,15179,7501206648117,17501206648114,27501206648111,Pieza,"Lima media caña muzas 8', Truper",Truper,59,92,76,10,1,Limas
LMO-3/16P,24491,7506240636366,17506240636363,27506240636360,Pieza,"Lima para motosierra 3/16', Pretul",Pretul,16,25,21,10,1,Limas
LMO-3/16X,15166,7506240626398,17506240626395,27506240626392,Pieza,"Lima profesional para motosierra, 3/16', Truper Expert",Expert,30,47,39,10,1,Limas
LMO-5/32P,24490,7506240636359,17506240636356,27506240636353,Pieza,"Lima para motosierra 5/32', Pretul",Pretul,16,25,21,10,1,Limas
LMO-5/32X,15164,7506240626381,17506240626388,27506240626385,Pieza,"Lima profesional para motosierra, 5/32', Truper Expert",Expert,30,47,39,10,1,Limas
LMO-7/32P,24492,7506240636373,17506240636370,27506240636377,Pieza,"Lima para motosierra 7/32', Pretul",Pretul,16,25,21,10,1,Limas
LMO-7/32X,15168,7506240626404,17506240626401,27506240626408,Pieza,"Lima profesional para motosierra, 7/32', Truper Expert",Expert,30,47,39,10,1,Limas
LOGOS-40-2,61051,7506240656074,17506240656071,27506240656078,Set,"Logotipos de vinil autoadherible de 40 cm, Truper",Truper,104,104,104,10,1,Artículos promocionales
LOGOS-60-2,61052,7506240656081,17506240656088,27506240656085,Set,"Logotipos de vinil autoadherible de 60 cm, Truper",Truper,223,223,223,10,1,Artículos promocionales
LP-152,23777,7506240615446,17506240615443,27506240615440,Pieza,"Lona 1.5 x 2 m, azul, Pretul",Pretul,54,79,64,10,1,Lonas
LP-23,23731,7501206638989,17501206638986,27501206638983,Pieza,"Lona 2 x 3 m, azul, Pretul",Pretul,78,115,93,10,1,Lonas
LP-23A,23739,7501206639061,17501206639068,27501206639065,Pieza,"Lona 2 x 3 m, amarilla, Pretul",Pretul,78,115,93,10,1,Lonas
LP-23B,23770,7506240610816,17506240610813,27506240610810,Pieza,"Lona 2 x 3 m, blanca, Pretul",Pretul,78,115,93,10,1,Lonas
LP-23N,23755,7501206639214,17501206639211,27501206639218,Pieza,"Lona 2 x 3 m, naranja, Pretul",Pretul,78,115,93,10,1,Lonas
LP-23R,23763,7501206639283,17501206639280,27501206639287,Pieza,"Lona 2 x 3 m, roja, Pretul",Pretul,78,115,93,10,1,Lonas
LP-23V,23747,7501206639146,17501206639143,27501206639140,Pieza,"Lona 2 x 3 m, verde, Pretul",Pretul,78,115,93,10,1,Lonas
LP-33,23732,7501206638996,17501206638993,27501206638990,Pieza,"Lona 3 x 3 m, azul, Pretul",Pretul,110,159,132,10,1,Lonas
LP-33A,23740,7501206639078,17501206639075,27501206639072,Pieza,"Lona 3 x 3 m, amarilla, Pretul",Pretul,110,159,132,10,1,Lonas
LP-33B,23771,7506240610823,17506240610820,27506240610827,Pieza,"Lona 3 x 3 m, blanca, Pretul",Pretul,110,159,132,10,1,Lonas
LP-33N,23756,7501206639221,17501206639228,27501206639225,Pieza,"Lona 3 x 3 m, naranja, Pretul",Pretul,110,159,132,10,1,Lonas
LP-33R,23764,7501206639290,17501206639297,27501206639294,Pieza,"Lona 3 x 3 m, roja, Pretul",Pretul,110,159,132,10,1,Lonas
LP-33V,23748,7501206639153,17501206639150,27501206639157,Pieza,"Lona 3 x 3 m, verde, Pretul",Pretul,110,159,132,10,1,Lonas
LP-34,23733,7501206639009,17501206639006,27501206639003,Pieza,"Lona 3 x 4 m, azul, Pretul",Pretul,145,209,175,10,1,Lonas
LP-34A,23741,7501206639085,17501206639082,27501206639089,Pieza,"Lona 3 x 4 m, amarilla, Pretul",Pretul,145,209,175,10,1,Lonas
LP-34B,23772,7506240610830,17506240610837,27506240610834,Pieza,"Lona 3 x 4 m, blanca, Pretul",Pretul,145,209,175,10,1,Lonas
LP-34N,23757,7501206639238,17501206639235,27501206639232,Pieza,"Lona 3 x 4 m, naranja, Pretul",Pretul,145,209,175,10,1,Lonas
LP-34R,23765,7501206639306,17501206639303,27501206639300,Pieza,"Lona 3 x 4 m, roja, Pretul",Pretul,145,209,175,10,1,Lonas
LP-34V,23749,7501206639160,17501206639167,27501206639164,Pieza,"Lona 3 x 4 m, verde, Pretul",Pretul,145,209,175,10,1,Lonas
LP-35,23778,7506240615453,17506240615450,27506240615457,Pieza,"Lona 3 x 5 m, azul, Pretul",Pretul,182,265,219,10,1,Lonas
LP-35A,26160,7502309733595,17502309733592,27502309733599,Pieza,"Lona 3 x 5 m, amarilla, Pretul",Pretul,182,265,219,10,1,Lonas
LP-35B,26136,7502309733359,17502309733356,27502309733353,Pieza,"Lona 3 x 5 m, blanca, Pretul",Pretul,182,265,219,10,1,Lonas
LP-35N,26142,7502309733410,17502309733417,27502309733414,Pieza,"Lona 3 x 5 m, naranja, Pretul",Pretul,182,265,219,10,1,Lonas
LP-35R,26154,7502309733533,17502309733530,27502309733537,Pieza,"Lona 3 x 5 m, roja, Pretul",Pretul,182,265,219,10,1,Lonas
LP-35V,26148,7502309733472,17502309733479,27502309733476,Pieza,"Lona 3 x 5 m, verde, Pretul",Pretul,182,265,219,10,1,Lonas
LP-36,23779,7506240615460,17506240615467,27506240615464,Pieza,"Lona 3 x 6 m, azul, Pretul",Pretul,225,325,269,10,1,Lonas
LP-36A,26163,7502309733625,17502309733622,27502309733629,Pieza,"Lona 3 x 6 m, amarilla, Pretul",Pretul,225,325,269,10,1,Lonas
LP-36B,26139,7502309733380,17502309733387,27502309733384,Pieza,"Lona 3 x 6 m, blanca, Pretul",Pretul,225,325,269,10,1,Lonas
LP-36N,26145,7502309733441,17502309733448,27502309733445,Pieza,"Lona 3 x 6 m, naranja, Pretul",Pretul,225,325,269,10,1,Lonas
LP-36R,26157,7502309733564,17502309733561,27502309733568,Pieza,"Lona 3 x 6 m, roja, Pretul",Pretul,225,325,269,10,1,Lonas
LP-36V,26151,7502309733502,17502309733509,27502309733506,Pieza,"Lona 3 x 6 m, verde, Pretul",Pretul,225,325,269,10,1,Lonas
LP-44,23780,7506240615477,17506240615474,27506240615471,Pieza,"Lona 4 x 4 m, azul, Pretul",Pretul,205,295,245,10,1,Lonas
LP-44A,26159,7502309733588,17502309733585,27502309733582,Pieza,"Lona 4 x 4 m, amarilla, Pretul",Pretul,205,295,245,10,1,Lonas
LP-44B,26135,7502309733342,17502309733349,27502309733346,Pieza,"Lona 4 x 4 m, blanca, Pretul",Pretul,205,295,245,10,1,Lonas
LP-44N,26141,7502309733403,17502309733400,27502309733407,Pieza,"Lona 4 x 4 m, naranja, Pretul",Pretul,205,295,245,10,1,Lonas
LP-44R,26153,7502309733526,17502309733523,27502309733520,Pieza,"Lona 4 x 4 m, roja, Pretul",Pretul,205,295,245,10,1,Lonas
LP-44V,26147,7502309733465,17502309733462,27502309733469,Pieza,"Lona 4 x 4 m, verde, Pretul",Pretul,205,295,245,10,1,Lonas
LP-45,23734,7501206639016,17501206639013,27501206639010,Pieza,"Lona 4 x 5 m, azul, Pretul",Pretul,239,345,285,10,1,Lonas
LP-45A,23742,7501206639092,17501206639099,27501206639096,Pieza,"Lona 4 x 5 m, amarilla, Pretul",Pretul,239,345,285,10,1,Lonas
LP-45B,23773,7506240610847,17506240610844,27506240610841,Pieza,"Lona 4 x 5 m, blanca, Pretul",Pretul,239,345,285,10,1,Lonas
LP-45N,23758,7501206639245,17501206639242,27501206639249,Pieza,"Lona 4 x 5 m, naranja, Pretul",Pretul,239,345,285,10,1,Lonas
LP-45R,23766,7501206639313,17501206639310,27501206639317,Pieza,"Lona 4 x 5 m, roja, Pretul",Pretul,239,345,285,10,1,Lonas
LP-45V,23750,7501206639177,17501206639174,27501206639171,Pieza,"Lona 4 x 5 m, verde, Pretul",Pretul,239,345,285,10,1,Lonas
LP-46,23735,7501206639023,17501206639020,27501206639027,Pieza,"Lona 4 x 6 m, azul, Pretul",Pretul,287,416,345,10,1,Lonas
LP-46A,23743,7501206639108,17501206639105,27501206639102,Pieza,"Lona 4 x 6 m, amarilla, Pretul",Pretul,287,416,345,10,1,Lonas
LP-46B,23774,7506240610854,17506240610851,27506240610858,Pieza,"Lona 4 x 6 m, blanca, Pretul",Pretul,287,416,345,10,1,Lonas
LP-46N,23759,7501206639252,17501206639259,27501206639256,Pieza,"Lona 4 x 6 m, naranja, Pretul",Pretul,287,416,345,10,1,Lonas
LP-46R,23767,7501206639320,17501206639327,27501206639324,Pieza,"Lona 4 x 6 m, roja, Pretul",Pretul,287,416,345,10,1,Lonas
LP-46V,23751,7501206639184,17501206639181,27501206639188,Pieza,"Lona 4 x 6 m, verde, Pretul",Pretul,287,416,345,10,1,Lonas
LP-47,23781,7506240615484,17506240615481,27506240615488,Pieza,"Lona 4 x 7 m, azul, Pretul",Pretul,329,477,395,10,1,Lonas
LP-55,23782,7506240615491,17506240615498,27506240615495,Pieza,"Lona 5 x 5 m, azul, Pretul",Pretul,299,435,358,10,1,Lonas
LP-55A,26164,7502309733632,17502309733639,27502309733636,Pieza,"Lona 5 x 5 m, amarilla, Pretul",Pretul,299,435,358,10,1,Lonas
LP-55B,26140,7502309733397,17502309733394,27502309733391,Pieza,"Lona 5 x 5 m, blanca, Pretul",Pretul,299,435,358,10,1,Lonas
LP-55N,26146,7502309733458,17502309733455,27502309733452,Pieza,"Lona 5 x 5 m, naranja, Pretul",Pretul,299,435,358,10,1,Lonas
LP-55R,26158,7502309733571,17502309733578,27502309733575,Pieza,"Lona 5 x 5 m, roja, Pretul",Pretul,299,435,358,10,1,Lonas
LP-55V,26152,7502309733519,17502309733516,27502309733513,Pieza,"Lona 5 x 5 m, verde, Pretul",Pretul,299,435,358,10,1,Lonas
LP-56,23736,7501206639030,17501206639037,27501206639034,Pieza,"Lona 5 x 6 m, azul, Pretul",Pretul,365,529,439,10,1,Lonas
LP-56A,23744,7501206639115,17501206639112,27501206639119,Pieza,"Lona 5 x 6 m, amarilla, Pretul",Pretul,365,529,439,10,1,Lonas
LP-56B,23775,7506240610861,17506240610868,27506240610865,Pieza,"Lona 5 x 6 m, blanca, Pretul",Pretul,365,529,439,10,1,Lonas
LP-56N,23760,7501206639269,17501206639266,27501206639263,Pieza,"Lona 5 x 6 m, naranja, Pretul",Pretul,365,529,439,10,1,Lonas
LP-56R,23768,7501206639337,17501206639334,27501206639331,Pieza,"Lona 5 x 6 m, roja, Pretul",Pretul,365,529,439,10,1,Lonas
